Latest: Time (min),Latest: Dissolved Oxygen 1 (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4(mg/L),Latest: FlowV3 (V),Latest: FlowV4 (V),Latest: Potential (V),Latest: Potential 2 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
45.15,7.004982993,17.20227377,26.12057927,101.876625,7.079241688,6.968023193,7.134850952,2.065124512,2.08442688,2.034301758,2.100372314,45.15,0.515,1,,6.244777576,224,,,,,0,6.31903627,,,,6.374645535,6.207817776,,,,,,
45.16666667,7.004643912,17.19578129,26.12347769,101.8800625,7.086701465,6.968701355,7.136207275,2.065124512,2.08442688,2.034225464,2.100372314,45.16666667,0.516666667,1,,6.24476033,224,,,,,0,6.326817883,,,,6.376323693,6.208817773,,,,,,
45.18333333,7.004643912,17.1939263,26.1249269,101.8783438,7.087718708,6.969040436,7.132138306,2.065124512,2.08442688,2.034301758,2.100448608,45.18333333,0.518333333,1,,6.244859757,225,,,,,0,6.327934552,,,,6.37235415,6.20925628,,,,,,
45.2,7.010408286,17.19763629,26.12347769,101.8783438,7.086701465,6.969040436,7.131799225,2.065124512,2.084503174,2.034225464,2.100524902,45.2,0.52,1,,6.250442731,224,,,,,0,6.326735911,,,,6.37183367,6.209074881,,,,,,
45.21666667,7.011086447,17.19114381,26.13072374,101.8886563,7.081276172,6.968362274,7.125356689,2.065200806,2.084274292,2.034454346,2.100448608,45.21666667,0.521666667,1,,6.251495036,224,,,,,0,6.321684761,,,,6.365765278,6.208770862,,,,,,
45.23333333,7.010747366,17.19949128,26.1365206,101.8783438,7.081276172,6.969040436,7.118914154,2.065124512,2.084350586,2.034225464,2.100372314,45.23333333,0.523333333,1,,6.250856913,225,,,,,0,6.321385719,,,,6.359023701,6.209149982,,,,,,
45.25,7.017528982,17.19207131,26.14666512,101.8749063,7.081276172,6.969040436,7.119253235,2.065124512,2.08442688,2.034301758,2.100296021,45.25,0.525,1,,6.25808836,224,,,,,0,6.32183555,,,,6.359812613,6.209599814,,,,,,
45.26666667,7.017868063,17.20041878,26.15246201,101.8800625,7.082971576,6.968362274,7.119931396,2.065124512,2.084579468,2.034301758,2.100448608,45.26666667,0.526666667,1,,6.258128413,224,,,,,0,6.323231926,,,,6.360191746,6.208622624,,,,,,
45.28333333,7.022954275,17.19578129,26.15970813,101.876625,7.086701465,6.968362274,7.120270477,2.0652771,2.08442688,2.03414917,2.100524902,45.28333333,0.528333333,1,,6.263506536,225,,,,,0,6.327253726,,,,6.360822738,6.208914535,,,,,,
45.3,7.023293356,17.22082369,26.16695427,101.8800625,7.090770435,6.968701355,7.120270477,2.065200806,2.08442688,2.034225464,2.100448608,45.3,0.53,1,,6.262826778,224,,,,,0,6.330303857,,,,6.359803899,6.208234777,,,,,,
45.31666667,7.022615194,17.19763629,26.16260658,101.8800625,7.090770435,6.969040436,7.120270477,2.065353394,2.08442688,2.03414917,2.100448608,45.31666667,0.531666667,1,,6.26312035,224,,,,,0,6.33127559,,,,6.360775633,6.209545591,,,,,,
45.33333333,7.022615194,17.20320126,26.15970813,101.876625,7.090092273,6.972431244,7.118914154,2.065200806,2.08442688,2.034301758,2.100448608,45.33333333,0.533333333,1,,6.262839754,225,,,,,0,6.330316832,,,,6.359138713,6.212655803,,,,,,
45.35,7.022954275,17.19207131,26.16115736,101.8800625,7.096873889,6.972431244,7.119592316,2.065429688,2.084579468,2.033996582,2.100524902,45.35,0.535,1,,6.263687792,224,,,,,0,6.337607406,,,,6.360325832,6.213164761,,,,,,
45.36666667,7.022954275,17.19763629,26.16985273,101.876625,7.090431354,6.973109406,7.126373932,2.065200806,2.084350586,2.034225464,2.100296021,45.36666667,0.536666667,1,,6.263546448,224,,,,,0,6.331023527,,,,6.366966104,6.213701578,,,,,,
45.38333333,7.022276114,17.21247623,26.16695427,101.8835,7.091109516,6.972092163,7.126034851,2.065048218,2.084579468,2.034301758,2.100448608,45.38333333,0.538333333,1,,6.262178158,225,,,,,0,6.331011559,,,,6.365936895,6.211994207,,,,,,
45.4,7.022615194,17.18743383,26.16405581,101.8817813,7.098569293,6.973109406,7.126373932,2.0652771,2.084350586,2.034072876,2.100524902,45.4,0.54,1,,6.263588315,224,,,,,0,6.339542414,,,,6.367347053,6.214082526,,,,,,
45.41666667,7.022954275,17.20412876,26.16115736,101.8817813,7.097891132,6.973448486,7.126713013,2.065353394,2.084579468,2.034225464,2.100601196,45.41666667,0.541666667,1,,6.263155289,224,,,,,0,6.338092146,,,,6.366914027,6.213649501,,,,,,
45.43333333,7.023293356,17.20783875,26.16405581,101.8817813,7.097552051,6.973109406,7.131460144,2.0652771,2.08442688,2.034301758,2.100372314,45.43333333,0.543333333,1,,6.26336536,225,,,,,0,6.337624055,,,,6.371532148,6.21318141,,,,,,
45.45,7.021937033,17.26256103,26.17564966,101.8835,7.103994586,6.969040436,7.135529114,2.065353394,2.084579468,2.03414917,2.100448608,45.45,0.545,1,,6.259732122,224,,,,,0,6.341789675,,,,6.373324202,6.206835525,,,,,,
45.46666667,7.022615194,17.23473614,26.16550504,101.8817813,7.103655505,6.973109406,7.135529114,2.065353394,2.084579468,2.034301758,2.100296021,45.46666667,0.546666667,1,,6.261516806,224,,,,,0,6.342557117,,,,6.374430725,6.212011017,,,,,,
45.48333333,7.022954275,17.23937362,26.1582589,101.8869375,7.106707232,6.973109406,7.136207275,2.0652771,2.084503174,2.034225464,2.100601196,45.48333333,0.548333333,1,,6.261563836,225,,,,,0,6.345316793,,,,6.374816836,6.211718966,,,,,,
45.5,7.022954275,17.20227377,26.15970813,101.8783438,7.106707232,6.972770325,7.140954407,2.065124512,2.084350586,2.034301758,2.10067749,45.5,0.55,1,,6.263219797,224,,,,,0,6.346972754,,,,6.381219929,6.213035847,,,,,,
45.51666667,7.018207144,17.24679359,26.15391123,101.8817813,7.107724475,6.968362274,7.140276245,2.065200806,2.084503174,2.034225464,2.100601196,45.51666667,0.551666667,1,,6.256436596,224,,,,,0,6.345953927,,,,6.378505697,6.206591726,,,,,,
45.53333333,7.018207144,17.19670879,26.15680968,101.8852188,7.112132525,6.969040436,7.140276245,2.065200806,2.08442688,2.034225464,2.100448608,45.53333333,0.553333333,1,,6.258683616,225,,,,,0,6.352608997,,,,6.380752717,6.209516908,,,,,,
45.55,7.018546225,17.23102615,26.15391123,101.8783438,7.112471606,6.963276062,7.140276245,2.065124512,2.08442688,2.034301758,2.100448608,45.55,0.555,1,,6.257472106,224,,,,,0,6.351397487,,,,6.379202126,6.202201943,,,,,,
45.56666667,7.010747366,17.19763629,26.15391123,101.8835,7.112810687,6.963954224,7.140276245,2.0652771,2.084350586,2.034301758,2.100448608,45.56666667,0.556666667,1,,6.251148039,224,,,,,0,6.353211359,,,,6.380676917,6.204354896,,,,,,
45.58333333,7.011764609,17.21804121,26.16115736,101.8835,7.112132525,6.963276062,7.140276245,2.065200806,2.084350586,2.03414917,2.100524902,45.58333333,0.558333333,1,,6.251351197,225,,,,,0,6.351719113,,,,6.379862834,6.20286265,,,,,,
45.6,7.011425528,17.23473614,26.16260658,101.876625,7.112132525,6.962936981,7.136207275,2.065124512,2.084503174,2.03414917,2.100296021,45.6,0.56,1,,6.250292252,224,,,,,0,6.350999249,,,,6.375073999,6.201803705,,,,,,
45.61666667,7.011086447,17.22546118,26.16260658,101.8783438,7.112132525,6.963276062,7.131799225,2.065429688,2.08442688,2.034072876,2.100219727,45.61666667,0.561666667,1,,6.250362779,224,,,,,0,6.351408857,,,,6.371075557,6.202552394,,,,,,
45.63333333,7.011764609,17.22638867,26.1582589,101.8800625,7.107046313,6.963276062,7.126373932,2.065124512,2.08442688,2.034301758,2.100448608,45.63333333,0.563333333,1,,6.25094766,225,,,,,0,6.346229364,,,,6.365556983,6.202459113,,,,,,
45.65,7.011425528,17.20320126,26.15970813,101.8852188,7.107385394,6.963615143,7.126373932,2.0652771,2.084350586,2.034454346,2.100296021,45.65,0.565,1,,6.251650087,224,,,,,0,6.347609953,,,,6.366598491,6.203839702,,,,,,
45.66666667,7.006678397,17.25606855,26.16985273,101.8852188,7.102977344,6.968701355,7.119592316,2.065200806,2.084503174,2.034301758,2.100448608,45.66666667,0.566666667,1,,6.244690336,224,,,,,0,6.340989282,,,,6.357604255,6.206713294,,,,,,
45.68333333,7.005661155,17.23844612,26.17709889,101.8817813,7.102977344,6.968701355,7.119592316,2.065048218,2.08442688,2.034301758,2.100524902,45.68333333,0.568333333,1,,6.244538435,225,,,,,0,6.341854624,,,,6.358469597,6.207578636,,,,,,
45.7,7.005322074,17.22175119,26.1684035,101.8852188,7.103316424,6.969040436,7.120270477,2.065124512,2.08442688,2.034454346,2.100448608,45.7,0.57,1,,6.244831964,224,,,,,0,6.342826314,,,,6.359780367,6.208550326,,,,,,
45.71666667,7.002270347,17.23659113,26.16405581,101.8800625,7.097891132,6.968701355,7.119931396,2.065200806,2.084503174,2.03414917,2.100372314,45.71666667,0.571666667,1,,6.241072596,224,,,,,0,6.336693381,,,,6.358733646,6.207503604,,,,,,
45.73333333,7.001253104,17.1948538,26.1582589,101.8783438,7.098569293,6.969040436,7.119253235,2.064971924,2.084579468,2.034301758,2.100448608,45.73333333,0.573333333,1,,6.241828917,225,,,,,0,6.339145106,,,,6.359829048,6.209616249,,,,,,
45.75,7.001931266,17.22175119,26.16115736,101.8800625,7.097552051,6.968701355,7.118914154,2.065124512,2.084503174,2.034378052,2.100296021,45.75,0.575,1,,6.241354007,224,,,,,0,6.336974792,,,,6.358336896,6.208124096,,,,,,
45.76666667,6.994810569,17.21711371,26.16405581,101.8869375,7.097891132,6.969040436,7.113827942,2.065200806,2.084503174,2.034301758,2.100372314,45.76666667,0.576666667,1,,6.234472975,224,,,,,0,6.337553537,,,,6.353490348,6.208702842,,,,,,
45.78333333,6.995488731,17.19578129,26.1684035,101.8869375,7.097891132,6.968362274,7.113827942,2.065200806,2.084350586,2.034225464,2.100372314,45.78333333,0.578333333,1,,6.236145418,225,,,,,0,6.338547819,,,,6.354484629,6.209018961,,,,,,
45.8,6.995488731,17.21433122,26.16260658,101.876625,7.09721297,6.968701355,7.114506104,2.0652771,2.08442688,2.034225464,2.100372314,45.8,0.58,1,,6.235256592,224,,,,,0,6.336980831,,,,6.354273965,6.208469216,,,,,,
45.81666667,6.994810569,17.1948538,26.16985273,101.8852188,7.097891132,6.968362274,7.114167023,2.065200806,2.08442688,2.034225464,2.100448608,45.81666667,0.581666667,1,,6.23552561,224,,,,,0,6.338606172,,,,6.354882064,6.209077315,,,,,,
45.83333333,6.996505973,17.22175119,26.16695427,101.8817813,7.097552051,6.968701355,7.114845184,2.0652771,2.084503174,2.034301758,2.100372314,45.83333333,0.583333333,1,,6.235998437,225,,,,,0,6.337044515,,,,6.354337649,6.208193819,,,,,,
45.85,6.99514965,17.19763629,26.17130196,101.890375,7.099247455,6.969040436,7.118914154,2.0652771,2.084503174,2.034072876,2.100448608,45.85,0.585,1,,6.23575922,224,,,,,0,6.339857025,,,,6.359523724,6.209650006,,,,,,
45.86666667,7.000914023,17.23937362,26.16985273,101.8783438,7.098569293,6.968701355,7.120270477,2.065200806,2.084579468,2.034225464,2.100296021,45.86666667,0.586666667,1,,6.239663172,224,,,,,0,6.337318442,,,,6.359019626,6.207450504,,,,,,
45.88333333,7.001931266,17.20041878,26.17420042,101.876625,7.102977344,6.968701355,7.118914154,2.0652771,2.084503174,2.03453064,2.100448608,45.88333333,0.588333333,1,,6.242452766,225,,,,,0,6.343498844,,,,6.359435654,6.209222855,,,,,,
45.9,7.001253104,17.2189687,26.17275119,101.8800625,7.102299182,6.969040436,7.120270477,2.065200806,2.084655762,2.03414917,2.100448608,45.9,0.59,1,,6.240938123,224,,,,,0,6.341984201,,,,6.359955497,6.208725455,,,,,,
45.91666667,7.001931266,17.20691125,26.16550504,101.8869375,7.106707232,6.972770325,7.119592316,2.065200806,2.08442688,2.034301758,2.100372314,45.91666667,0.591666667,1,,6.242061645,224,,,,,0,6.346837611,,,,6.359722695,6.212900704,,,,,,
45.93333333,7.002270347,17.1939263,26.16550504,101.8835,7.112471606,6.972431244,7.120609558,2.065200806,2.084503174,2.034225464,2.100524902,45.93333333,0.593333333,1,,6.24297415,225,,,,,0,6.353175409,,,,6.361313362,6.213135047,,,,,,
45.95,7.001931266,17.22546118,26.1684035,101.8886563,7.108402636,6.973448486,7.119592316,2.0652771,2.084503174,2.03414917,2.100524902,45.95,0.595,1,,6.241277328,224,,,,,0,6.347748698,,,,6.358938378,6.212794548,,,,,,
45.96666667,7.001592185,17.20320126,26.16550504,101.8817813,7.105011828,6.973787567,7.119253235,2.0652771,2.084579468,2.034301758,2.100601196,45.96666667,0.596666667,1,,6.241886399,224,,,,,0,6.345306043,,,,6.359547449,6.214081782,,,,,,
45.98333333,7.001592185,17.19670879,26.17709889,101.8817813,7.102638263,6.972770325,7.114506104,2.065200806,2.084350586,2.034072876,2.100448608,45.98333333,0.598333333,1,,6.242312279,225,,,,,0,6.343358357,,,,6.355226198,6.213490419,,,,,,
46,7.001253104,17.23380864,26.17999736,101.8886563,7.103316424,6.977856537,7.114506104,2.065353394,2.084350586,2.034225464,2.100296021,46,0.6,1,,6.24036999,224,,,,,0,6.34243331,,,,6.353622989,6.216973423,,,,,,
46.01666667,7.001931266,17.22360618,26.17420042,101.8835,7.103655505,6.977856537,7.120270477,2.0652771,2.08442688,2.034225464,2.100448608,46.01666667,0.601666667,1,,6.241428934,224,,,,,0,6.343153174,,,,6.359768146,6.217354205,,,,,,
46.03333333,7.002270347,17.21525872,26.17275119,101.8886563,7.103994586,6.977517456,7.119592316,2.065124512,2.084579468,2.03414917,2.100448608,46.03333333,0.603333333,1,,6.242119183,225,,,,,0,6.343843422,,,,6.359441152,6.217366292,,,,,,
46.05,7.001931266,17.19578129,26.16405581,101.8800625,7.102977344,6.978195618,7.119592316,2.065200806,2.08442688,2.034301758,2.100448608,46.05,0.605,1,,6.242535748,224,,,,,0,6.343581826,,,,6.360196798,6.2188001,,,,,,
46.06666667,7.001592185,17.19856378,26.17275119,101.8835,7.104672747,6.977856537,7.119931396,2.065353394,2.08442688,2.034072876,2.100372314,46.06666667,0.606666667,1,,6.242178197,224,,,,,0,6.34525876,,,,6.360517409,6.218442549,,,,,,
46.08333333,7.001931266,17.20320126,26.16985273,101.8835,7.097891132,6.978534698,7.118575073,2.0652771,2.08442688,2.034378052,2.100524902,46.08333333,0.608333333,1,,6.242277702,225,,,,,0,6.338237568,,,,6.358921509,6.218881135,,,,,,
46.1,7.006000235,17.23380864,26.17130196,101.876625,7.09721297,6.972770325,7.126034851,2.065200806,2.084579468,2.034225464,2.100296021,46.1,0.61,1,,6.245012555,224,,,,,0,6.336225289,,,,6.365047171,6.211782644,,,,,,
46.11666667,7.005661155,17.19578129,26.16550504,101.8852188,7.097552051,6.973448486,7.119931396,2.0652771,2.08442688,2.03414917,2.100448608,46.11666667,0.611666667,1,,6.24628304,224,,,,,0,6.338173936,,,,6.360553282,6.214070372,,,,,,
46.13333333,7.005322074,17.19670879,26.1582589,101.8817813,7.097552051,6.973109406,7.119592316,2.0652771,2.084274292,2.034301758,2.100372314,46.13333333,0.613333333,1,,6.24581596,225,,,,,0,6.338045937,,,,6.360086202,6.213603292,,,,,,
46.15,7.006339316,17.20041878,26.1582589,101.890375,7.099247455,6.978873779,7.120270477,2.065200806,2.084503174,2.034378052,2.100524902,46.15,0.615,1,,6.246669348,224,,,,,0,6.339577486,,,,6.360600509,6.219203811,,,,,,
46.16666667,7.006339316,17.20041878,26.1582589,101.8938125,7.098569293,6.973109406,7.119592316,2.0652771,2.084579468,2.034225464,2.100524902,46.16666667,0.616666667,1,,6.246669348,224,,,,,0,6.338899325,,,,6.359922347,6.213439437,,,,,,
46.18333333,7.001592185,17.19856378,26.15680968,101.8852188,7.097552051,6.973109406,7.114506104,2.065200806,2.084503174,2.03414917,2.100448608,46.18333333,0.618333333,1,,6.241986728,225,,,,,0,6.337946594,,,,6.354900647,6.213503949,,,,,,
46.2,7.001931266,17.19763629,26.16550504,101.8817813,7.09721297,6.973109406,7.114845184,2.0652771,2.084503174,2.034301758,2.100448608,46.2,0.62,1,,6.242471234,224,,,,,0,6.337752938,,,,6.355385152,6.213649373,,,,,,
46.21666667,7.001592185,17.1948538,26.16405581,101.8852188,7.096873889,6.977517456,7.114506104,2.065200806,2.084503174,2.033843994,2.100296021,46.21666667,0.621666667,1,,6.242237627,224,,,,,0,6.337519331,,,,6.355151546,6.218162898,,,,,,
46.23333333,6.99514965,17.21711371,26.16115736,101.8817813,7.098569293,6.978195618,7.115184265,2.065124512,2.08442688,2.034072876,2.100219727,46.23333333,0.623333333,1,,6.2347772,225,,,,,0,6.338196843,,,,6.354811815,6.217823168,,,,,,
46.25,6.994810569,17.1948538,26.15536046,101.8783438,7.097891132,6.977856537,7.110776215,2.0652771,2.084350586,2.034301758,2.100448608,46.25,0.625,1,,6.235351556,224,,,,,0,6.338432119,,,,6.351317202,6.218397524,,,,,,
46.26666667,6.989046195,17.20134627,26.1582589,101.8920938,7.091109516,6.978195618,7.110437134,2.065124512,2.084350586,2.03414917,2.100372314,46.26666667,0.626666667,1,,6.229335263,224,,,,,0,6.331398584,,,,6.350726202,6.218484686,,,,,,
46.28333333,6.989046195,17.19670879,26.16405581,101.8869375,7.091448596,6.977856537,7.111115295,2.065124512,2.08442688,2.034072876,2.100524902,46.28333333,0.628333333,1,,6.229609718,225,,,,,0,6.332012119,,,,6.351678818,6.218420059,,,,,,
46.3,6.989046195,17.19949128,26.16405581,101.8800625,7.097552051,6.972431244,7.110776215,2.0652771,2.08442688,2.034225464,2.100524902,46.3,0.63,1,,6.229486838,224,,,,,0,6.337992694,,,,6.351216858,6.212871887,,,,,,
46.31666667,6.988707115,17.20134627,26.16115736,101.8869375,7.098230212,6.978195618,7.103655518,2.065048218,2.084503174,2.034301758,2.100372314,46.31666667,0.631666667,1,,6.229031014,224,,,,,0,6.338554112,,,,6.343979417,6.218519517,,,,,,
46.33333333,6.989724357,17.19763629,26.16695427,101.8835,7.097552051,6.972770325,7.111115295,2.065200806,2.08442688,2.034225464,2.100524902,46.33333333,0.633333333,1,,6.230281728,225,,,,,0,6.338109422,,,,6.351672667,6.213327696,,,,,,
46.35,6.983959983,17.19856378,26.1684035,101.8835,7.090431354,6.977856537,7.104333679,2.065353394,2.084579468,2.034301758,2.100524902,46.35,0.635,1,,6.224493799,224,,,,,0,6.33096517,,,,6.344867495,6.218390353,,,,,,
46.36666667,6.983620903,17.20041878,26.16695427,101.8852188,7.090431354,6.978195618,7.111454376,2.0652771,2.084503174,2.034378052,2.100524902,46.36666667,0.636666667,1,,6.2240554,224,,,,,0,6.330865851,,,,6.351888874,6.218630115,,,,,,
46.38333333,6.984638145,17.19763629,26.16115736,101.8835,7.086701465,6.977517456,7.111115295,2.065200806,2.08442688,2.034225464,2.100448608,46.38333333,0.638333333,1,,6.225125891,225,,,,,0,6.327189211,,,,6.351603042,6.218005202,,,,,,
46.4,6.983959983,17.19670879,26.15970813,101.8852188,7.081954334,6.983620911,7.111115295,2.065200806,2.084579468,2.03414917,2.100372314,46.4,0.64,1,,6.224471281,224,,,,,0,6.322465632,,,,6.351626593,6.224132209,,,,,,
46.41666667,6.984299064,17.19114381,26.15391123,101.8800625,7.081276172,6.977856537,7.111454376,2.065124512,2.084503174,2.03414917,2.100524902,46.41666667,0.641666667,1,,6.224986502,224,,,,,0,6.32196361,,,,6.352141814,6.218543974,,,,,,
46.43333333,6.983959983,17.19949128,26.15680968,101.8817813,7.074494556,6.978195618,7.114845184,2.065124512,2.08442688,2.034301758,2.100448608,46.43333333,0.643333333,1,,6.224313562,225,,,,,0,6.314848135,,,,6.355198763,6.218549196,,,,,,
46.45,6.983620903,17.19578129,26.16695427,101.890375,7.069069264,6.977517456,7.120270477,2.0652771,2.084503174,2.034225464,2.100372314,46.45,0.645,1,,6.22426019,224,,,,,0,6.309708551,,,,6.360909765,6.218156743,,,,,,
46.46666667,6.989385276,17.25050358,26.16985273,101.8835,7.069747425,6.977178375,7.119931396,2.0652771,2.084503174,2.034225464,2.100448608,46.46666667,0.646666667,1,,6.227642952,224,,,,,0,6.308005101,,,,6.358189072,6.215436051,,,,,,
46.48333333,6.989046195,17.21433122,26.17420042,101.8852188,7.069069264,6.973787567,7.126373932,2.065353394,2.084503174,2.034301758,2.100448608,46.48333333,0.648333333,1,,6.228953397,225,,,,,0,6.308976465,,,,6.366281133,6.213694768,,,,,,
46.5,6.990063438,17.21711371,26.17130196,101.8852188,7.062287648,6.973109406,7.127391174,2.0652771,2.084274292,2.034301758,2.100372314,46.5,0.65,1,,6.22981295,224,,,,,0,6.30203716,,,,6.367140686,6.212858918,,,,,,
46.51666667,6.988707115,17.19763629,26.17275119,101.8835,7.059914082,6.973448486,7.126713013,2.065353394,2.08442688,2.034225464,2.100524902,46.51666667,0.651666667,1,,6.229334081,224,,,,,0,6.300541048,,,,6.367339979,6.214075453,,,,,,
46.53333333,6.988707115,17.1939263,26.17709889,101.8835,7.059575001,6.972770325,7.131799225,2.0652771,2.084655762,2.034072876,2.100219727,46.53333333,0.653333333,1,,6.229550063,225,,,,,0,6.30041795,,,,6.372642173,6.213613273,,,,,,
46.55,6.988368034,17.20505626,26.17275119,101.8817813,7.060592244,6.972770325,7.135190033,2.065353394,2.08442688,2.034072876,2.100296021,46.55,0.655,1,,6.228667366,224,,,,,0,6.300891576,,,,6.375489366,6.213069657,,,,,,
46.56666667,6.988368034,17.20783875,26.16550504,101.8886563,7.066695698,6.972770325,7.140615326,2.065429688,2.084579468,2.034301758,2.100372314,46.56666667,0.656666667,1,,6.228457454,224,,,,,0,6.306785118,,,,6.380704746,6.212859745,,,,,,
46.58333333,6.989385276,17.19763629,26.16405581,101.8800625,7.065678456,6.972770325,7.141293488,2.065200806,2.084579468,2.034301758,2.100372314,46.58333333,0.658333333,1,,6.229907839,225,,,,,0,6.306201018,,,,6.38181605,6.213292887,,,,,,
46.6,6.983959983,17.19207131,26.15970813,101.8835,7.066356617,6.972770325,7.147057861,2.065353394,2.08442688,2.034301758,2.100524902,46.6,0.66,1,,6.224676095,224,,,,,0,6.307072729,,,,6.387773973,6.213486436,,,,,,
46.61666667,6.983959983,17.21618621,26.16115736,101.8835,7.061270405,6.973787567,7.145701538,2.065200806,2.08442688,2.034225464,2.100372314,46.61666667,0.661666667,1,,6.223628495,224,,,,,0,6.300938917,,,,6.38537005,6.213456079,,,,,,
46.63333333,6.983281822,17.1939263,26.1684035,101.8835,7.059914082,6.973448486,7.149770508,2.0652771,2.084579468,2.03414917,2.100448608,46.63333333,0.663333333,1,,6.224020423,225,,,,,0,6.300652683,,,,6.390509109,6.214187087,,,,,,
46.65,6.983281822,17.21618621,26.16405581,101.8852188,7.055845113,6.972431244,7.153161316,2.0652771,2.084274292,2.03414917,2.100296021,46.65,0.665,1,,6.222985188,224,,,,,0,6.295548478,,,,6.392864682,6.21213461,,,,,,
46.66666667,6.983959983,17.19670879,26.15970813,101.8817813,7.055845113,6.977178375,7.156213043,2.065200806,2.084655762,2.034225464,2.100296021,46.66666667,0.666666667,1,,6.224471281,224,,,,,0,6.296356411,,,,6.396724341,6.217689673,,,,,,
46.68333333,6.983620903,17.19207131,26.15970813,101.8869375,7.047707173,6.973448486,7.158586609,2.065200806,2.08442688,2.034378052,2.100448608,46.68333333,0.668333333,1,,6.224337014,225,,,,,0,6.288423285,,,,6.39930272,6.214164598,,,,,,
46.7,6.983620903,17.20320126,26.1582589,101.8783438,7.047368093,6.977517456,7.159603851,2.065353394,2.084579468,2.033996582,2.100524902,46.7,0.67,1,,6.223828043,224,,,,,0,6.287575233,,,,6.399810992,6.217724597,,,,,,
46.71666667,6.989046195,17.20412876,26.16115736,101.8835,7.052793385,6.978195618,7.159264771,2.0652771,2.084503174,2.033996582,2.100448608,46.71666667,0.671666667,1,,6.22924721,224,,,,,0,6.2929944,,,,6.399465785,6.218396632,,,,,,
46.73333333,6.988707115,17.22731617,26.15391123,101.8800625,7.055506032,6.978195618,7.157908447,2.065200806,2.084350586,2.034072876,2.100448608,46.73333333,0.673333333,1,,6.227796862,225,,,,,0,6.294595779,,,,6.396998194,6.217285365,,,,,,
46.75,6.983281822,17.20505626,26.15970813,101.8852188,7.055506032,6.978534698,7.160282013,2.065200806,2.084579468,2.034378052,2.100524902,46.75,0.675,1,,6.223424456,224,,,,,0,6.295648666,,,,6.400424647,6.218677332,,,,,,
46.76666667,6.983281822,17.22917116,26.16695427,101.8835,7.05482787,6.978534698,7.159264771,2.0652771,2.084579468,2.034072876,2.100296021,46.76666667,0.676666667,1,,6.222446622,224,,,,,0,6.293992671,,,,6.398429571,6.217699499,,,,,,
46.78333333,6.983281822,17.20783875,26.16550504,101.8817813,7.054488789,6.976500214,7.153839478,2.0652771,2.084503174,2.034301758,2.100601196,46.78333333,0.678333333,1,,6.223371242,225,,,,,0,6.294578209,,,,6.393928898,6.216589634,,,,,,
46.8,6.983281822,17.21804121,26.16695427,101.8938125,7.05482787,6.978534698,7.153839478,2.065200806,2.08442688,2.034454346,2.100372314,46.8,0.68,1,,6.222938118,224,,,,,0,6.294484166,,,,6.393495774,6.218190995,,,,,,
46.81666667,6.983620903,17.19763629,26.1684035,101.8852188,7.061270405,6.978873779,7.154178558,2.065200806,2.08442688,2.03414917,2.10067749,46.81666667,0.681666667,1,,6.224195676,224,,,,,0,6.301845178,,,,6.394753331,6.219448552,,,,,,
46.83333333,6.983281822,17.23473614,26.16695427,101.8869375,7.061609486,6.978534698,7.159264771,2.065124512,2.084579468,2.034378052,2.100372314,46.83333333,0.683333333,1,,6.222200875,225,,,,,0,6.300528539,,,,6.398183823,6.217453751,,,,,,
46.85,6.982942741,17.23380864,26.1684035,101.8886563,7.065339375,6.983620911,7.159942932,2.065200806,2.084579468,2.034072876,2.100296021,46.85,0.685,1,,6.22192019,224,,,,,0,6.304316824,,,,6.398920381,6.222598359,,,,,,
46.86666667,6.983959983,17.20876624,26.16115736,101.890375,7.068391102,6.983959991,7.159942932,2.0652771,2.08442688,2.034301758,2.100448608,46.86666667,0.686666667,1,,6.223956189,224,,,,,0,6.308387308,,,,6.399939138,6.223956197,,,,,,
46.88333333,6.982942741,17.20041878,26.15536046,101.8869375,7.069069264,6.978195618,7.162655579,2.065429688,2.08442688,2.03414917,2.100219727,46.88333333,0.688333333,1,,6.223237936,225,,,,,0,6.309364458,,,,6.402950773,6.218490812,,,,,,
46.9,6.983281822,17.19670879,26.15391123,101.8817813,7.074833637,6.977517456,7.170793518,2.065353394,2.084350586,2.034072876,2.100219727,46.9,0.69,1,,6.223723461,224,,,,,0,6.315275276,,,,6.411235157,6.217959095,,,,,,
